term,pos,comment,is_case_sensitive,en,comment_en
ཀུན་ ཏུ་ བཟང་པོ་ -འི་ སྤྱོད་པ་ -འི་ སྨོན་ལམ,,text-Samanta­bhadra­caryā­praṇidhāna,yes,Samanta­bhadra­caryā­praṇidhāna,"The Samanta­bhadra­caryā­praṇidhāna appears in the final part of the Gaṇḍa­vyūha­sūtra, which itself forms part of the Buddhāvataṃsaka­sūtra. It is well-known in Tibet, where it has been the subject of numerous commentaries. It continues to be recited daily in some monastic traditions in Tibet and China. The work also goes under the Sanskrit titles Bhadracari(-ī), and Bhadra­caryā­praṇidhāna. See Skilling and Saerji 2013, 198 n. 30."
ཀུན་ ཏུ་ བལྟ་བ,,place-—,yes,Viewing,A buddha realm.
ཀུན་ ཏུ་ བློ,,person-Samantabuddhi,yes,Samantabuddhi,A bodhisattva.
ཀུན་ ཏུ་ མ,,person-Samantamātā,yes,Samantamātā,One of the vidyārājñīs dwelling with Śākyamuni in the realm of the Pure Abode.
ཀུན་ ཏུ་ མཐོང,,place-—,yes,Vision,A buddha realm.
ཀུན་ ཏུ་ མཛེས,,person-Sa­manta­prāsā­dika,yes,Sa­manta­prāsā­dika,A great bodhisattva.
ཀུན་ ཏུ་ མར་མེ,,person-—,yes,Universal Light,A bodhisattva.
ཀུན་ ཏུ་ མི་ སྐྱོ་བ,,person-Aparikheda,yes,Aparikheda,
ཀུན་ ཏུ་ མིག,,person-Samantanetra,yes,Samantanetra,A bodhisattva.
ཀུན་ ཏུ་ མིག,,person-—,yes,Universal Observer,A previous ruler of the Heaven of the Thirty-Three.
ཀུན་ ཏུ་ མིག,,person-Samantanetra,yes,Samantanetra,Name of a bodhisattva.
ཀུན་ ཏུ་ མེ་ཏོག,,person-Saṃkusuma,yes,Saṃkusuma,
ཀུན་ ཏུ་ ཟབ་པ་ -འི་ དཔལ་ དྲི་མ་ མེད་པ་ -འི་ འོད,,person-Samanta­gambhīra­śrī­vimala­prabhā,yes,Samanta­gambhīra­śrī­vimala­prabhā,"A night goddess at the bodhimaṇḍa, the kalyāṇamitra of chapter 35."
ཀུན་ ཏུ་ ཟླ་བ,,person-Sa­manta­candra,yes,Sa­manta­candra,A great bodhisattva.
ཀུན་ ཏུ་ འཕགས་པ་ -འི་ དཔལ,,person-Samudgataśrī,yes,Samudgataśrī,A bodhisattva present in Śrāvastī.
ཀུན་ ཏུ་ འབྱུང་བ་ -འི་ སྒྲོན་མ,,person-Samanta­saṃbhava­pradīpa,yes,Samanta­saṃbhava­pradīpa,A buddha in the distant past.
ཀུན་ ཏུ་ འཚོ་བ་པ,,term-Ājīvika,yes,Ājīvika mendicant,A follower of a non-Buddhist mendicant movement.
ཀུན་ ཏུ་ འཚོ་བ,,term-Ājīvaka,yes,Ājīvaka,A religious mendicant of the Indian sect founded by Gosāla Maṅkhaliputra.
ཀུན་ ཏུ་ འཚོ་བ་ -འི་ རིགས,,term-Ājīvika,yes,Ājīvika,A tīrthika order.
ཀུན་ ཏུ་ འཛིན་པ,,person-Dhāraṇa,yes,Dhāraṇa,A bodhisattva.
ཀུན་ ཏུ་ འཛིན་པ,,term-āgraha,yes,Full retention,
ཀུན་ཏུ་འོད་ ཟེར,,person-Samantaraśmi,yes,Samantaraśmi,
ཀུན་ཏུ་འོད་ ཟེར,,person-Samantaraśmi,yes,Samantaraśmi,A bodhisattva.
ཀུན་ཏུ་འོད་ ཟེར,,person-Samantaraśmi,yes,Samantaraśmi,Name of a bodhisattva.
ཀུན་ཏུ་འོད་ རྣམ་པ་ -ར་ འཕྲུལ་པ་ -འི་ འོད་ཟེར་ གྱི་ རྒྱལ་པོ,,person-Samanta­prabha­vikurvaṇa­rāja,yes,Samanta­prabha­vikurvaṇa­rāja,
ཀུན་ཏུ་འོད,,person-Samantaprabha,yes,Samantaprabha,A great bodhisattva.
ཀུན་ཏུ་འོད,,place-Samantaprabha,yes,Samantaprabha,A buddha realm.
ཀུན་ཏུ་འོད,,term-samantaprabha,yes,Samantaprabha,This is the term for the eleventh bodhisattva level. It is also the name of a mansion in the Dharma Discernment hermitage and the name of a Bodhisattva.
ཀུན་ཏུ་འོད,,term-samantaprabhā,yes,Universal Illumination,The ground of buddhahood.
ཀུན་ཏུ་འོད,,term-samantaprabhā,yes,All Luminous,The eleventh bodhisattva level.
ཀུན་ཏུ་འོད,,person-Samantaprabha,yes,Samantaprabha,One of the pratyeka­buddhas attending the delivery of the MMK.
ཀུན་ཏུ་འོད,,person-Samantaprabha,yes,Samantaprabha,Name of a bodhisattva.
ཀུན་ ཏུ་ ཡོངས་སུ་ སྤངས,,place-—,yes,Total Relinquishment,A buddha realm.
ཀུན་ ཏུ་ ཡོད,,person-Samanta,yes,Samanta,One of the śrāvakas attending the delivery of the MMK.
ཀུན་ ཏུ་ ཡོན་ཏན་ རིན་པོ་ཆེ་ -ས་ རྣམ་པ་ -ར་ གནོན་པ,,person-—,yes,Overwhelming All with Precious Qualities,Name of the thus-gone one of the world system Endowed with Jewels.
ཀུན་ ཏུ་ རྒྱལ་བ,,person-Sañjaya,yes,Sañjaya,
ཀུན་ ཏུ་ རྒྱལ་བ,,term-—,yes,Completely victorious,The name of a karmic wind involved in the formation of an embryo in its twenty-second week.
ཀུན་ ཏུ་ རྒྱུ་ གནག་ ལྷས་ ཀྱི་ བུ,,person-Māskārin Gośāli­putra,yes,Māskārin Gośāli­putra,One of the six outsider teachers.
ཀུན་ ཏུ་ རྒྱུ་བ,,term-parivrājaka,yes,Parivrājaka,A religious mendicant; in Buddhist texts this is often paired with caraka in stock lists of followers of non-Buddhist ascetic traditions.
ཀུན་ ཏུ་ རྒྱུ་བ,,term-parivrājaka,yes,Parivrājaka,A class of traveling ascetics (both male and female) who held a variety of differing non-Buddhist views.
ཀུན་ ཏུ་ རྒྱུ,,term-pari­vrājaka,yes,Parivrājakas,A non-Buddhist religious practitioner who “roams around.”
ཀུན་ ཏུ་ རྒྱུ,,term-parivrājaka,yes,Parivrājaka,An umbrella term for the class of wandering religious ascetics of diverse religious persuasions that were common at the time of the Buddha.
ཀུན་ ཏུ་ རྒྱུ,,term-parivrājaka,yes,Parivrājaka,"A general term for homeless religious mendicants who, literally, “roam around”; in Buddhist usage the term refers to non-Buddhist peripatetic ascetics including Jains and others."
ཀུན་ ཏུ་ རྒྱུ,,term-parivrājaka,yes,Parivrājaka,"Evidently a general term for homeless religious mendicants who, literally, “roam around”; in Buddhist usage the term refers to non-Buddhist peripatetic ascetics including Jains and others."
ཀུན་ ཏུ་ རྒྱུ,,term-parivrājaka,yes,Parivrājaka,"“Wandering mendicant,” parivrājaka (Sanskrit, wanderer; Pāli, paribbājaka). Refers to a class of Indian religious mendicants holding a variety of beliefs who wandered in India from ancient times, including during the time of the Buddha. These peripatetic ascetics, who included women in their number, engaged with one another in debate on a range of topics. Some of their metaphysical views are presented in the early Buddhist discourses of the Pāli Canon."
ཀུན་ ཏུ་ རྒྱུ,,term-parivrājaka,yes,Parivrājaka,"A non-Buddhist religious mendicant, lit. who “roams around.”"
ཀུན་ ཏུ་ རྒྱུ,,term-parivrājaka,yes,Parivrājakas,A non-Buddhist religious practitioner who has no fixed residence.
ཀུན་ ཏུ་ རྒྱུ,,place-None,yes,Movement,A lake near Sudharma.
ཀུན་ ཏུ་ རྒྱུ,,term-parivrājaka,yes,Parivrājaka,"A specific order of mendicants, or a general term for homeless religious mendicants who, literally, “roam around”; in Buddhist usage the term can refer to non-Buddhist peripatetic ascetics including Jains and others."
ཀུན་ ཏུ་ རྒྱུ,,term-parivrājaka,yes,Parivrājaka,"A general term for homeless religious mendicants who literally “roam around”; in Buddhist usage the term refers to non-Buddhist peripatetic ascetics, including Jains and others."
ཀུན་ ཏུ་ རྟོག,,person-Samantaketu,yes,Samantaketu,A bodhisattva.
ཀུན་ ཏུ་ རྟོག་པ,,term-saṃkalpa; parikalpa,yes,Imagination,
ཀུན་ ཏུ་ རྟོག་པ,,term-parikalpa,yes,Complete mental construction,A complete projection of the mind which has no valid basis in reality.
ཀུན་ ཏུ་ རྣམ་པ་ -ར་ གཟིགས་པ་ -འི་ ཡེ་ཤེས,,person-Samanta­vilokita­jñāna,yes,Samanta­vilokita­jñāna,A buddha in the distant past.
ཀུན་ ཏུ་ རྣམ་པ་ -ར་ བལྟས་པ,,place-Samanta­vilokitā,yes,Samanta­vilokitā,
ཀུན་ ཏུ་ རྣམ་པ་ -ར་ སྣང་བ་ -འི་ ཟླ་བ,,person-Samanta­vairocana­candra,yes,Samanta­vairocana­candra,A buddha in the distant past.
ཀུན་ ཏུ་ རྣམ་པ་ -ར་ སྣང་བྱེད་ ཅོད་པན,,person-—,yes,Utterly Illuminating Crown,A bodhisattva.
ཀུན་ ཏུ་ རྣམ་པ་ -ར་ སྣང་ མཛད་ རྣམ་པ་ -ར་ དག་པ་ ཐོབ་པ,,person-—,yes,Attainer of Purity of Universal Illumination,Name of the thus-gone one of the world system Perfectly Pure Abode.
ཀུན་ ཏུ་ རྫོགས་བྱེད་པ,,person-Āpūraṇa,yes,Āpūraṇa,One of the eight bhūta kings.
ཀུན་ ཏུ་ ལྟ་བ,,place-—,yes,Viewing,A realm of the vessel-bearer gods.
ཀུན་ ཏུ་ ལྟ་བ,,person-Avalokita,yes,Avalokita,One of the vidyārājas dwelling with Śākyamuni in the realm of the Pure Abode.
ཀུན་ ཏུ་ ལྟ་བ,,person-Avalokanam,yes,Avalokanam,A bodhisattva.
ཀུན་ ཏུ་ ལྟ་བ,,person-Samantāvalokita,yes,Samantāvalokita,Name of a bodhisattva.
ཀུན་ ཏུ་ ལྟ་བ་ -འི་ བློ,,person-—,yes,All-Seeing Mind,A bodhisattva.
ཀུན་ ཏུ་ ལྟ་བ་ -འི་ མིག,,person-—,yes,All-Seeing Eyes,A bodhisattva.
ཀུན་ ཏུ་ ལྟ,,person-Lohitākṣa,yes,Lohitākṣa,
ཀུན་ ཏུ་ ཤེས་རབ,,person-—,yes,Universal Insight,A bodhisattva.
ཀུན་ ཏུ་ སྒྲ་ སྒྲོགས་པ,,term-—,yes,Resounding everywhere,The name of a meditative absorption.
ཀུན་ ཏུ་ སྣང,,person-Samantaprabha,yes,Samantaprabha,See “Samanta­prabhāsa.”
ཀུན་ ཏུ་ སྣང་བ་ གྱུལ་ ལས་ རྣམ་པ་ -ར་ གྱལ་བ་ -འི་ དཔལ,,person-Samantāvabhāsa­vijita­saṃgrāma­śrī,yes,Samantāvabhāsa­vijita­saṃgrāma­śrī,
ཀུན་ ཏུ་ སྣང་བ,,person-Samantāloka,yes,Samantāloka,A great bodhisattva.
ཀུན་ ཏུ་ སྣང་བ,,person-Samantāloka,yes,Samantāloka,A buddha.
ཀུན་ ཏུ་ སྣང་བ,,term-sam­antāva­loka,yes,Total Illumination,Name of the fifty-third meditative stability.
ཀུན་ ཏུ་ སྣང་བ,,person-Samanta­prabhāsa,yes,Samanta­prabhāsa,Kauṇḍinya’s name when he becomes a buddha in the distant future. It will also be the name of five hundred of Śākyamuni’s arhats when they attain buddhahood. Also called “Samanta­prabhāsa” and “Samanta­prabha.”
ཀུན་ ཏུ་ སྣང་བ,,person-Samantāloka,yes,Samantāloka,A bodhisattva.
ཀུན་ ཏུ་ སྣང་བ,,person-Samantadyota,yes,Samantadyota,One of the tathāgatas attending the delivery of the MMK.
ཀུན་ ཏུ་ སྣང་བ,,person-Samantāvaloka,yes,Samantāvaloka,One of the five celestial bodhisattvas associated with Mañjuśrī.
ཀུན་ ཏུ་ སྣང་བ་ -འི་ དཔལ,,person-Samantābhaśrī,yes,Samantābhaśrī,A buddha in the distant past. BHS verse: Samantābhaśiri.
ཀུན་ ཏུ་ སྣང་བ་ -འི་ བློ,,person-Samantāvaloka­buddhi,yes,Samantāvaloka­buddhi,A bodhisattva present in Śrāvastī. 
ཀུན་ ཏུ་ སྣང་བ་ -འི་ ཟླ་བ,,person-—,yes,All-Illumining Moon,A bodhisattva.
ཀུན་ ཏུ་ སྣང་བ་ -འི་ རྒྱལ་མཚན,,person-Samantāvabhāsa­dhvaja,yes,Samantāvabhāsa­dhvaja,“Shining Banner.” The name of a past kalpa.
ཀུན་ ཏུ་ སྣང་བ་ -འི་ སྒྲོན་མ,,person-—,yes,Bright Lamp,A past buddha.
ཀུན་ ཏུ་ སྣང་བ་ -ས་ འཕགས་པ,,person-Samantāvabhāsodgata,yes,Samantāvabhāsodgata,A bodhisattva present in Śrāvastī.
ཀུན་ ཏུ་ སྣང་བྱེད,,term-—,yes,Universal Illumination,"The name of a future eon, one hundred incalculable eons from now."
ཀུན་ ཏུ་ སྣང་བྱེད,,place-—,yes,Mount Illuminator,A mountain in Kuru.
ཀུན་ ཏུ་ སྣང་ མཛད,,person-—,yes,All-Illuminating,A buddha from the past.
ཀུན་ ཏུ་ སྤོས,,place-—,yes,Constant Incense,A buddha realm.
ཀུན་ ཏུ་ སྤོས,,person-—,yes,Always Fragrant,Name of the thus-gone one of the world system Dense Cloud.
ཀུན་ ཏུ་ སྤྱད་པ,,term-samudācarita,yes,Modes of conduct,
ཀུན་ ཏུ་ སྤྱན,,person-—,yes,All-Seeing,Name of a future buddha.
ཀུན་ ཏུ་ སྤྱོད་པ་ གཙང་མ,,term-śuci­samācāra,yes,Scrupulous conduct,
ཀུན་ ཏུ་ སྤྱོད་པ་ -འི་ བློ་གྲོས,,person-Sa­manta­cāri­tra­mati,yes,Sa­manta­cāri­tra­mati,A great bodhisattva.
ཀུན་ ཏུ་ སྤྱོད་པ་ -འི་ ཚུལ་ཁྲིམས,,term-sam­udācāra­śīla,yes,Ethical discipline of habitual conduct,"The forms of discipline associated with body and speech, as opposed to mind."
ཀུན་ ཏུ་ སྤྱོད་ལམ,,person-Sa­manterya­patha,yes,Sa­manterya­patha,A great bodhisattva.
ཀུན་ ཏུ་ སྤྲུལ་པ,,person-—,yes,Universal Emanation,A bodhisattva.
ཀུན་ ཏུ་ སྦས་པ་ -འི་ སྤྲིན་ གྱི་ དབང་ཕྱུག་ མར་མེ,,person-—,yes,Concealed Lord Who Is the Lamp Master of the Clouds,A buddha.
ཀུན་ ཏུ་ སྦ་ -ས,,person-—,yes,Hidden,A bodhisattva in the retinue of the Buddha Śākyamuni.
ཀུན་ ཏུ་ སྲུང་བ་ -འི་ བདག་པོ་ སྤྲིན་ གྱི་ དབང་ཕྱུག་ མར་མེ,,person-—,yes,Ārakṣapati Megheśvaradīpa,A buddha.
ཀུན་ད,,term-kunda,yes,Star jasmine,"Trachelospermum jasminoides. It has its name because of its starlike white blossoms. In India it is used in speech as an example of whiteness, i.e., “as white as star jasmine.” Also called downy jasmine, Chinese jasmine, Chinese ivy, and trader’s compass."
ཀུན་དགའ་ གཞི,,place-—,yes,Ground of Constant Joy,A park in Sustained by Fruition.
ཀུན་དགའ་བ་ འཛིན་པ,,place-—,yes,Holder of Joy,A mountain in Kuru.
ཀུན་དགའ་བ,,place-—,yes,Joyous Forest,A forest on Deer Abode.
ཀུན་དགའ་ བཟང་པོ,,person-Ānandabhadra,yes,Ānandabhadra,An emanated monk.
ཀུན་དགའ་བོ,,person-Ānanda,yes,Ānanda,One of the Buddha’s foremost hearer disciples.
ཀུན་དགའ་བོ,,person-Ānanda,yes,Ānanda,A great bodhisattva.
ཀུན་དགའ་བོ,,person-Ānanda,yes,Ānanda,Personal attendant and cousin of the Buddha. One of the ten close śrāvaka disciples.
ཀུན་དགའ་བོ,,person-Ānanda,yes,Ānanda,Disciple and attendant of Buddha Śākyamuni.
ཀུན་དགའ་བོ,,person-Ānanda,yes,Ānanda,"Buddha Sākyamuni’s cousin, who was his attendant for the last twenty years of his life. He was the subject of criticism and opposition from the monastic community after the Buddha’s passing, but eventually succeeded to the position of the patriarch of Buddhism in India after the passing of the first patriarch, Mahākāśyapa."
ཀུན་དགའ་བོ,,person-Ānanda,yes,Ānanda,The Buddha’s cousin and principal attendant.
ཀུན་དགའ་བོ,,person-Ānanda,yes,Ānanda,"Śrāvaka arhat, the Buddha’s cousin and principal attendant."
ཀུན་དགའ་བོ,,person-Ānanda,yes,Ānanda,"The Buddha’s cousin and principal attendant, who is said to have memorized the sūtras."
ཀུན་དགའ་བོ,,person-Ānanda,yes,Ānanda,"Buddha Śākyamuni’s cousin, who was his attendant for the last twenty years of his life. He was the subject of criticism and opposition from the monastic community after the Buddha’s passing, but eventually succeeded to the position of the patriarch of Buddhism in India after the passing of the first patriarch, Mahākaśyapa."
ཀུན་དགའ་བོ,,person-Ānanda,yes,Ānanda,"One of the Buddha’s primary followers, compiler of the sūtras."
ཀུན་དགའ་བོ,,person-Ānanda,yes,Ānanda,Attendant of the Buddha and the one who is said to have memorized the sūtras.
ཀུན་དགའ་བོ,,person-Ānanda,yes,Ānanda,
ཀུན་དགའ་བོ,,person-Ānanda,yes,Ānanda,The buddha’s cousin and principal attendant.
ཀུན་དགའ་བོ,,person-Ānanda,yes,Ānanda,The Buddha’s cousin and principal attendant.
